dv	ބޭންކު ހެދީ ވާދަވެރިކަން ބޮޑުކޮށް، އިންޓަރެސްޓް ކުޑަ ކުރަން I have to go to sleep. Muiriel is 20 now. ކޮން އިރަކުން ގެއަށް އަންނަނީ؟ އަހަރެން ދަނީ-އެވެ. އަހަރެން މަސަތްކަތް ކުރަނީ ބޯކޮށާ ތަނެއްގަ-އެވެ.
ee	Aɖaŋuɖemɔ la le yeye. I have to go to sleep. Muiriel is 20 now. Nukata nyasiawo dzɔna esime nyeme nɔa anyi o ma hã? Nɔvi siwo melɔa wonɔewo o. Subu la kpe eye fu la fo.
el	Σας είπα ήδη ότι δεν είναι εδώ. I have to go to sleep. Muiriel is 20 now. Δεν ξέρω. Κανείς δεν με καταλαβαίνει. Δεν καταλαβαίνω.
en	Let's try something. I have to go to sleep. Muiriel is 20 now. Muiriel is 20 now. The password is "Muiriel". I will be back soon.
eo	Laboremo igis Jack tio, kio li estas. I have to go to sleep. Muiriel is 20 now. Li malsukcesos en sia nova projekto, krom se li estos laborema. Oni ne povas esti sukcesa se oni ne multe laboras. Laboremo estis la ĉefa faktoro de lia nekredebla sukceso.
es	¡Intentemos algo! I have to go to sleep. Muiriel is 20 now. ¿Qué es eso? ¡Hoy es 18 de junio y es el cumpleaños de Muiriel! ¡Feliz cumpleaños, Muiriel!
et	Sellises kärestikus ujuma minna oleks väga mõtlematu. I have to go to sleep. Muiriel is 20 now. Viirpuu hekk oli täis varblaste agarat säutsumist. Tema hoolimatu autojuhtimine lõppes surmaga. Kõik inimesed sünnivad vabadena ja võrdsetena oma väärikuselt ja õigustelt. Neile on antud mõistus ja südametunnistus ja nende suhtumist üksteisesse peab kandma vendluse vaim.
eu	Telefonoz hitz egin nuen. I have to go to sleep. Muiriel is 20 now. Joan gaitezen ahal dugun guztia ikustera. Lurra borobila denik inork ukatu ezin duen kontua da. Hura aberatsa da, dudarik gabe, baina ez dut konfindantza beregain.
fa	Lorem ipsum odor amet, consectetuer adipiscing elit. Consectetur curabitur feugiat pulvinar consequat habitasse nibh vestibulum tincidunt pulvinar nibh aptent arcu magnis velit volutpat facilisis consectetur a etiam facilisis pulvinar tempus justo malesuada conubia libero porttitor magnis mauris est bibendum interdum arcu fringilla natoque mattis semper.
fi	Hänen äänensä kävi hermoilleni. I have to go to sleep. Muiriel is 20 now. Imuroin pölyt lattialta pölynimurilla. Kuulin sen suoraan naapuriltani. Isoisä alkoi käydä vanhaksi, joten hän jäi eläkkeelle.
fj	Bula. I have to go to sleep. Muiriel is 20 now. Ni sa bula! Ni sa moce! Ni sa moce.
fo	Øll menniskju eru fødd fræls og jøvn til virðingar og mannarættindi. Tey hava skil og samvitsku og eiga at fara hvørt um annað í bróðuranda. I have to go to sleep. Muiriel is 20 now. Hvussu gongur tað? Hetta er eitt ross. Hetta er ein hestur.
fr	Lorsqu'il a demandé qui avait cassé la fenêtre, tous les garçons ont pris un air innocent. I have to go to sleep. Muiriel is 20 now. Ne tenez aucun compte de ce qu'il dit. Essayons quelque chose ! Qu'est-ce que tu fais ?
ga	Cá bhfuil críochfort na mbus? I have to go to sleep. Muiriel is 20 now. Táim i ngrá leat. Glanaimid ár rang tar éis scoile. Nár bhuaileamar riamh?
gd	Tha am ballach ag ithe aran. I have to go to sleep. Muiriel is 20 now. Bha mi ag èisteachd ri òran glè bhòidheach an-dè. Chan fhaca mo mhàthair am ballach air an t-sràid. Bidh m' athair a' dèanamh biadh blàsta dhomh a-màireach.
gl	Celebramos o seu aniversario. I have to go to sleep. Muiriel is 20 now. O neno temía que o deixasen só na escuridade. Non vou tolerar ningunha desas mentiras. A súa conciencia culpábel non lle deixará descansar ata que confese o que fixo.
gu	ઉદજન અને પ્રાણવાયુ મિશ્રણ કરીને પાણી બને છે। I have to go to sleep. Muiriel is 20 now. હું સમજતો નથી હું તને પ્રેમ કરુ છુ. હું તો તને પ્રેમ કરું છું.
gv	Ta'n ushtey glen. I have to go to sleep. Muiriel is 20 now. Cha nel gunn echey. Vel co-earrooder noa eck? Shegin dou goll dys y phremmee.
ha	Ban gane ba. I have to go to sleep. Muiriel is 20 now. Ina son inyi karatu kamin inyi barci. Ina son inbiya karatuna kamin inkwana. Ina son inci abincin koriya.
he	בוקר טוב. I have to go to sleep. Muiriel is 20 now. תעשה משהו! מה אתה רוצה לעשות? חייך עכשיו, תבכה אחר-כך!
hi	मैं मोहन के साथ गेंद खेलने जा रहा हूँ। I have to go to sleep. Muiriel is 20 now. आप कहाँ बैठना चाहेंगे? अगर तुम्हारे पास काल यंत्र होता... तुम कब लौट कर आओगे?
hr	Bok. I have to go to sleep. Muiriel is 20 now. Tko si ti? Zovem se Jack. Kako se ti zoveš?
ht	Bonjou! I have to go to sleep. Muiriel is 20 now. Bon apre-midi! Ou, nou papa ki dan lesyel, Fer ou ganny rekonnet konman Bondye. Matant mwen renmen kreyòl mizik.
hu	Ez nem lep meg. I have to go to sleep. Muiriel is 20 now. Köszönöm! Köszönöm szépen! Ez tényleg szörnyű.
hy	Ճապոներեն չեմ խոսում: I have to go to sleep. Muiriel is 20 now. Անձրև է գալիս: Մեզ մասին չմոռանաս: Կարևոր չէ:
ia	Io parla interlingua. I have to go to sleep. Muiriel is 20 now. Milliones de homines comprende interlingua a prime vista. Interlingua es un instrumento moderne de communication international. Io es felice.
id	Ibu sedang masak di dapur. I have to go to sleep. Muiriel is 20 now. Mary memutuskan untuk tidak akan menemuinya lagi. Apakah Mary sudah mulai? Mary sangat suka susu.
ig	Ana m ele anya ya. I have to go to sleep. Muiriel is 20 now. I wepuru ahihia ahu? Gwagodi Tomu ka-obata n'ime? I nwere Ike Igwa Tomu ka-obata n'ime?
ii	ꆏꇿꁧꂯ？ I have to go to sleep. Muiriel is 20 now. ꉡꆹꍏꇩꊿ. ꋋꆹꍏꇩꊿ. ꆏꋙꋠꀕꀐ？
io	Klabaster e Gizmo esas kati. I have to go to sleep. Muiriel is 20 now. Me havas martelo, e me ne timas uzar olu! Me komprenas nun. Me trovis ke klozar la pordo esis desfacila.
is	Hver maður er borinn frjáls og jafn öðrum að virðingu og réttindum. Menn eru gæddir vitsmunum og samvizku, og ber þeim að breyta bróðurlega hverjum við annan. I have to go to sleep. Muiriel is 20 now. Þessi miði gildir í eina viku í viðbót. Ekki líta niður á fátækt fólk. Líkar þér japanskur matur?
it	Devo andare a dormire. I have to go to sleep. Muiriel is 20 now. Non cambierà niente. Costerà trenta euro. Non ti preoccupare.
ja	きみにちょっとしたものをもってきたよ。 I have to go to sleep. Muiriel is 20 now. 何してるの？ 今日は６月１８日で、ムーリエルの誕生日です！ お誕生日おめでとうムーリエル！
jv	Aku kangen kowe. I have to go to sleep. Muiriel is 20 now. Menapa artosipun punika? Kepriyé kowé nyebutné iki? Kepripun panjenengan nyebat menika?
ka	ამ ცხოველს იაპონურად რა ქვია? I have to go to sleep. Muiriel is 20 now. ჩვეს სკოლას ჯამში აქვს ოცდაოთხი კლასი. ჩვეს სკოლას ჯამში აქვს ოცდაოთხი (24) კლასი. ტონიმ არ იცოდა მათი სახელები.
kk	Алматылықтар, балалар үшін мейірімді қала жасайық! I have to go to sleep. Muiriel is 20 now. Алматы - менің сүйікті қалам! Олар бізден барлық қагаз жұмысты өзіне алды. Жаңа жылыңызбен!
kl	Arriitsumik oqalulaarit. I have to go to sleep. Muiriel is 20 now. Ulloq atorluariuk. Canadamiinnikuuit? Asavakkit.
km	ការ​លះ​កាត់​ចិត្ត​ចេញ​ពី​ខ្លួន​ឯង​មិន​មែន​មាន​ន័យ​ដូច​ការ​បដិសេធ​ខ្លួន​ឯង​ទេ។ I have to go to sleep. Muiriel is 20 now. គឺ​ជា​សេចក្តី​ស្រឡាញ់​ដែល​គ្រប​បាំង​អំពើ​បាប​ជា​អនេកអនន្ត។ ហើយ​គឺ​ជា​សេចក្តី​ស្រឡាញ់​ដែល​រង​ទុក្ខ​យូរ​អង្វែង​ហើយ​និង​សប្បុរស។ តើ​ការ​លះ​បង់​ចោល​អ្វីៗ​ទាំង​អស់​មាន​ន័យ​យ៉ាង​ដូចម្តេច?​
kn	ಒಂದು ಕಾಫಿ ಕುಡಿಯುವುದಕ್ಕೆ ಹೊರಗೆ ಹೋಗುತ್ತೇನೆ I have to go to sleep. Muiriel is 20 now. ಇದು ಪುಸ್ತಕ. ಗಂಟೆ ಎಷ್ಟು? ನಾನು ಆ ಹುಡುಗಿ ನೋಡಿದೆ.
ko	뭔가 해보자! I have to go to sleep. Muiriel is 20 now. 그것은 무엇입니까? 오늘은 6월 18일, Muiriel의 생일입니다! 생일 축하해 Muiriel!
ky	Фотоаппаратымды тийбе. I have to go to sleep. Muiriel is 20 now. Ал студент эмес. Атыңыз ким? Мен доктор эмесмин.
la	Verba volant, scripta manent. I have to go to sleep. Muiriel is 20 now. Ars gratia artis. De gustibus non est disputandum. Tempus fugit.
lb	Gréng Idien ouni Fuerw schloofen rosend. I have to go to sleep. Muiriel is 20 now. Wéi geet et dir? Jo. Neen.
lg	Teri atukiridde. I have to go to sleep. Muiriel is 20 now. Erinnya lyo ggw'ani? Siri musawo. Siri muyimbi.
ln	Na lingui na liya soupou ya moto. I have to go to sleep. Muiriel is 20 now. Na lingaka koloba Lingala, mpo na yeba yango malamu. Bato nyonso na mbotama bazali nzomi pe bakokani na limemya pe makoki. Bazali na mayele pe base, geli kofanda na bondeko okati na bango. Ndako na yó wapi?
lo	ສະບາຍດີ! I have to go to sleep. Muiriel is 20 now. ບໍ່ເຂົ້າໃຈ. ຂອບໃຈ! ສະບາຍດີຕອນເຊົ້າ!
lt	Ačiū! I have to go to sleep. Muiriel is 20 now. Visi žmonės gimsta laisvi ir lygūs savo orumu ir teisėmis. Jiems suteiktas protas ir sąžinė ir jie turi elgtis vienas kito atžvilgiu kaip broliai. Ryžiai auga šiltose šalyse. Sveikas.
lv	Lorem ipsum odor amet, consectetuer adipiscing elit. Consectetur curabitur feugiat pulvinar consequat habitasse nibh vestibulum tincidunt pulvinar nibh aptent arcu magnis velit volutpat facilisis consectetur a etiam facilisis pulvinar tempus justo malesuada conubia libero porttitor magnis mauris est bibendum interdum arcu fringilla natoque mattis semper.
mh	Men otemjej rej ilo bein Anij. I have to go to sleep. Muiriel is 20 now. Ej rit. Enaj ṃõkaj. Ear etal.
mi	Kei te ngenge ahau! I have to go to sleep. Muiriel is 20 now. Ka haere ahau i te tekau karaka. He ngeru, he kurī rānei? Kei te wātea koe āpōpō?
mk	Умирам од глад. I have to go to sleep. Muiriel is 20 now. Бурџ Калифа е сега највисокиот облакодер во светот. Христос воскресна! Нема друго божество достојно за обожување освен Алах, и Мухамед е Божјиот пратеник.
ml	അഞ്ചുശരങ്ങളും പോരാതെ മന്മഥന്‍ നിന്‍ ചിരി സായകമാക്കി. I have to go to sleep. Muiriel is 20 now. നിങ്ങള്‍ എപ്പോഴെങ്കിലും ഒരു തിമിംഗലത്തെ കണ്ടിട്ടുണ്ടോ? നിങ്ങള്‍ ഈ പുസ്തകം വായിക്കണം. ഞാന്‍ അവന്‍ വരുമെന്ന് വിചാരിച്ചു.
mr	मला पडायची भिती वाटते. I have to go to sleep. Muiriel is 20 now. तिने मला माझे पैसे परत केले नाहीत. बिल, मला आज रात्री फोन कर. "तुला तुझी वॉशिंगमशीन कशी वाटली?" "काय वाईट नाहीये."
mt	Għaliex il-lista ta' l-ilsna ma tinkludix il-Malti? I have to go to sleep. Muiriel is 20 now. Malli wasal fil-karozza, nduna li nesa' jitfi d-dwal tal-kċina. Jekk qed tħossok miġugħ jew mdejjaq, tiddejjaqx tkellimni, ħabib! Fi tmiem it-tbatija, storbju u tiġrib tat-tieni gwerra dinjija, sab is-sabar biss f'nofs il-baħar fuq id-dagħjsa, bil-qasba tas-sajd f'idejh u x-xemx titbissimlu tul il-jum fuq l-orizzont kaħlani.
my	မဟုတ်ပါဘူး။ I have to go to sleep. Muiriel is 20 now. မင်္ဂလာပါ၊ နေကောင်းလား။ "ကျေးဇူးတန်ပါတယ်။" "ရပါတယ်။" အင်္ဂလိပ် စကား ပြောတတ်သလား။
ne	Lorem ipsum odor amet, consectetuer adipiscing elit. Consectetur curabitur feugiat pulvinar consequat habitasse nibh vestibulum tincidunt pulvinar nibh aptent arcu magnis velit volutpat facilisis consectetur a etiam facilisis pulvinar tempus justo malesuada conubia libero porttitor magnis mauris est bibendum interdum arcu fringilla natoque mattis semper.
nl	Wilt u een kopje koffie? I have to go to sleep. Muiriel is 20 now. Hoe is het weer? In Parijs heb ik voor een maand een kamer gehuurd. Ik koop briefpapier, postzegels en papieren zakdoekjes.
no	Eg veit ikkje korleis eg skal tolke orda hans. I have to go to sleep. Muiriel is 20 now. Hva koster det? Jeg forstår ikke. Det er ikke viktig.
nv	Abeʼ yistiní nisin. I have to go to sleep. Muiriel is 20 now. Náshdóítsoh bitsiijįʼ daditłʼooígíí łigai yish'į. Yá'át'ééh! Tsídii daalchííʼ.
ny	Muli ndi zaka zingati? I have to go to sleep. Muiriel is 20 now. Akubwela kutauni kuno. Ali munyumba muno. Ndifuna madzi akupya.
oc	Pensi, per consequéncia soi. I have to go to sleep. Muiriel is 20 now. Podi aver un pauc d'aiga, vos prègui ? Cridèc "ajuda" a hauta votz. Lo sol accès au vilatge ei peu riu.
os	Ацы урс бæстыхай у рынчындон. I have to go to sleep. Muiriel is 20 now. Йæ раздæхтмæ ам фæкæс. Хæхтæ дардæй расугъддæр зынынц. Уый æдзухдæр англисагау дзуры.
pa	ਤੈਨੂ ਕਦੋਂ ਪਤਾ ਲਗਾ? I have to go to sleep. Muiriel is 20 now. ਜੇ ਤੁਸੀਂ ਮੇਰੀ ਥਾਂ ਤੇ ਹੁੰਦੇ ਤਾ ਕੀ ਕਰਦੇ? ਤੁਹਾਡਾ ਨਜ਼ਰਿਆ ਬਹੁਤ ਆਸ਼ਾਵਾਦੀ ਹੈ। ਮੈਂ ਇਹ ਕਹ ਰਿਹਾ ਸੀ ਕੇ ਮੈਨੂੰ ਓਹ ਅਜੀਬ ਨਹੀ ਲਗਾ।
pl	Piękne są chmury płynące po niebie. I have to go to sleep. Muiriel is 20 now. Pogoda pogarszała się z upływem dnia. Jak dobrze pójdzie, robię 2-3 sztuki dziennie. Po drodze do domu wpadnę na pocztę.
pt	Uma menina chorando abriu a porta. I have to go to sleep. Muiriel is 20 now. O sinal '&' significa 'e'. A marca '&' significa 'e'. Ufa! Esta ladeira está difícil. Mas a volta será moleza.
rm	Quai è gratuit. I have to go to sleep. Muiriel is 20 now. Jau tem animals selvadis. "Nua abitais Vus?" "Jau abitesch a Tokyo." Tuots umans naschan libers ed eguals in dignità e drets. Els sun dotats cun intellet e conscienza e dessan agir tanter per in uin spiert da fraternità.
rn	Ibinyamasyo ntibigira amenyo. I have to go to sleep. Muiriel is 20 now. Utagavye uzovuna amagufa. Usamaye uzovunika. Uzogaruka ku wa kabiri?
ro	Unu, doi, trei, patru, cinci, șase, șapte, opt, nouă, zece. I have to go to sleep. Muiriel is 20 now. Bine ai venit! „Mulțumesc.” — „Cu plăcere.” Cu plăcere.
ru	Один раз в жизни я делаю хорошее дело... И оно бесполезно. I have to go to sleep. Muiriel is 20 now. Что ты делаешь? Что это? Сегодня 18 июня, и это день рождения Мюриэл!
rw	Urakoze! I have to go to sleep. Muiriel is 20 now. Mbere yuko nibagirwa, nzakubwira. Wigira isoni, mvugisha. Wigira isoni, nganiriza.
sa	स्वदेहे चेल्लिखितवान्वचनमनवगम्यं तेनाप्यचिन्तिते फल उपलब्धे किं कर्तव्यम् ? I have to go to sleep. Muiriel is 20 now. अपि पिता जागृतः। इह चौरो ऽपेक्षणीयः। अस्माकं पञ्चानां यस्य बहुतमं भाष्या वाच्या सैव नियतम् ।
se	Sámegielat leat Eurohpá eamigielat ja nuortamearasuoma lagamus fuolkkit. I have to go to sleep. Muiriel is 20 now. Sus leat rukses lieđit. Dan gujis lea boares viessu. Bártnis lea heasta.
sg	Mbï yeke kôlï. I have to go to sleep. Muiriel is 20 now. Ïrï tî mbï Tom. Nzàrà à sârà mbï ! Wâ à sârà mbï.
si	මට පිහිනීමට පුළුවනි. I have to go to sleep. Muiriel is 20 now. මට පනින්න පුළුවන්. මං ඔයාට ආදරෙයි. ආයිබෝවන්.
sk	Chcem tu ostať dlhšie. I have to go to sleep. Muiriel is 20 now. Prekvapuje ma, že tvoja rodina má japonské auto. Penis je jeden z mužských pohlavných orgánov. Ahoj.
sl	Dober dan, ste gospod Ogawa? I have to go to sleep. Muiriel is 20 now. Ali si Ujgur? Je Francoz. Poljubi me.
sm	Ou te lē fia alu i le āʻoga. I have to go to sleep. Muiriel is 20 now. O aʻu o Ricardo. Tai lava! Ou te alofa ia te oe.
sn	Ndiri kushambira munyanza. I have to go to sleep. Muiriel is 20 now. Emily akanyora chirevo. Ari mudzimai wangu. Wakadini mukunda?
so	Burj Khalifa waa dhismaha hadda adduunka ugu dheer. I have to go to sleep. Muiriel is 20 now. Noloshaydu waa xuntahay. Waan wanaagsanahay. Ingiriis miyaad ku hadashaa?
sq	Të dashuroj. I have to go to sleep. Muiriel is 20 now. Shyqyr Zoti. Mirëmëngjes, Mike. Gjumë të ëmbël, Timi.
sr	Постоји ли објективна историја? I have to go to sleep. Muiriel is 20 now. Коначно! Руке увис! Како је прошао час француског?
ss	Burj Khalifa libhilidi lelidze kwengca onkhe emhlabeni. I have to go to sleep. Muiriel is 20 now. Ngiyagula. Nginasisi. Ngilambile.
st	Burj Khalifa ke mohaho o motelele ka ho fetisisa lefatséng. I have to go to sleep.
su	Hapunten. I have to go to sleep. Muiriel is 20 now. Nami abdi Jack. Tenang. Henteu.
sv	Vi trodde att det var ett flygande tefat. I have to go to sleep. Muiriel is 20 now. Jag spelade tennis hela dagen. De skymtade mannen genom folkmassan. Han vande sig kvickt vid det kalla vädret.
sw	Fasi gani hizi picha zimekamatiwa? I have to go to sleep. Muiriel is 20 now. Ningekuwa munyonge, alakini nisingejiua. Itakuwa vizuri kama kompyuta yangu ita ni saidia mambo fulani. Ulitaka kuniambia juu ya uhuru?
ta	நான் உன்னை காதலிக்கிறேன். I have to go to sleep. Muiriel is 20 now. நீங்கள் எங்கே போகிறீர்கள்? நீ எங்கே இருக்கிறாய்? ஏன் கோபமாக இருக்கிறாய்?
te	అతడు రాముడు. I have to go to sleep. Muiriel is 20 now. ఎమిటీ! ఇది నిజమా? రాముడు వచ్చాడు. సీత నవ్వింది.
tg	Агар тавонед, авфаш кунед, ӯ гуноҳ надорад. I have to go to sleep. Muiriel is 20 now. Забони модарии худро бояд дӯст дошд. Забон рамзи ҳастии миллат аст. Рӯзи якшанбе баъд аз рӯзи шанбе меояд.
th	คุณแต่งงานแล้วหรือยัง I have to go to sleep. Muiriel is 20 now. ลองทำดู! ภาษาเดียวไม่เคยพอ เป็นยังไงบ้าง
ti	ልምምድ ንሰብ ውሕሉል ይገብሮ። I have to go to sleep. Muiriel is 20 now. ከመይ ሓዲርኩም። ከመይ ሓዲርክን። ከልቢ እሙን እንስሳ እዩ።
tk	Alla saklasyn! I have to go to sleep. Muiriel is 20 now. Meniň habarym ýok. Ary örüzen balyň kaýda, Pyragy? Sagat sekizde mekdebe gidýärin.
tl	Gutom na ako. I have to go to sleep. Muiriel is 20 now. Pwede ba kitang tulungan? Paano ang opisina? Magdadala ako sa iyo doon.
tn	Gone jaana Burj Khalifa ke kago e kgolo mo lefatsheng ka bophara. I have to go to sleep. Muiriel is 20 now. Ke berekile thata maabane. Ke ka rata go ya kwa Gaborone. O bua Setswana sentle. O se ithutile kae?
to	Mālō e lelei! I have to go to sleep. Muiriel is 20 now. ʻOku ou ʻalu. ʻOku ou ako. 'Oku ou 'ilo'i.
tr	Devenin belini kıran son saman çöpüdür. I have to go to sleep. Muiriel is 20 now. Mum kendiliğinden söndü. Mum kendi kendine söndü. Babam bana yatakta kitap okumamamı söyledi.
ts	Tintanghu ti kwihi? I have to go to sleep. Muiriel is 20 now. Xitimela xi fike exitichini hi nkarhi.
tt	Пекин — Кытай башкаласы. I have to go to sleep. Muiriel is 20 now. Минем әтием табиб. Нәрсәдән? Белоруссияда төрле дин вәкилләре яши.
ty	ʻUa ʻamu te tāne i te iʻa. I have to go to sleep. Muiriel is 20 now. Maita'i roa! Māuruuru! Māuruuru roa!
ug	ھەممە ئىشنى بىلىمەن. I have to go to sleep. Muiriel is 20 now. ئالماقنىڭ بەرمىكى بار. مەر ھەمەت، ۋىزىنى ماڭا بېرىڭ. ئەمەلىي تارىخى دۇنيادا بارمۇ؟
uk	Я вже закінчу коледж, коли ви вернетеся з Америки. I have to go to sleep. Muiriel is 20 now. Поки я не подзвонив, він не прийшов. У всесвіті багато галактик. Вона приймає душ щоранку.
ur	آپ کیسے ہیں؟ I have to go to sleep. Muiriel is 20 now. آپ کہاں تھے؟ تمام انسان آزاد اور حقوق و عزت کے اعتبار سے برابر پیدا ہوۓ ہیں۔ انہیں ضمیر اور عقل ودیعت ہوئی ہی۔ اسلۓ انہیں ایک دوسرے کے ساتھ بھائیچارے کا سلوک کرنا چاہیۓ۔ مجھے آپ سے پیار ہے۔
vi	Tôi phải đi ngủ. I have to go to sleep. Muiriel is 20 now. Hôm nay là ngày 18 tháng sáu, và cũng là ngày sinh nhật của Muiriel! Chúc mừng sinh nhật, Muiriel! Bây giờ Muiriel được 20 tuổi.
wa	D'vas li faye et goyî comm' ein' tute. I have to go to sleep. Muiriel is 20 now. Bondjoû, tortos. Vas' ti fé arèdjî ! Vas' à l'djote !
wo	Jaam nga fanane. I have to go to sleep. Muiriel is 20 now. Xamuma. Fan nga dem? Ñibbal.
xh	Enkosi! I have to go to sleep. Muiriel is 20 now. Ndiyagoduka. Uhamba ngantoni emsebenzini? Mandiye nawe.
yi	איך זע דעם גוטן סטודענט I have to go to sleep. Muiriel is 20 now. דאָס הױז איז שײן. איך פֿאָטאָגראַפֿיר די פֿרױ איך זע דעם בחור
yo	Mo ní ológbò méjì. I have to go to sleep. Muiriel is 20 now. Ẹṣin yìí jẹ́ funfun. Ẹṣin náà jẹ́ funfun. Ẹṣin yìí kìí ṣe funfun.
zh-cn	我們試試看！ I have to go to sleep. Muiriel is 20 now. 這是什麼啊？ 今天是６月１８号，也是Muiriel的生日！ 生日快乐，Muiriel！
zh-tw	Lorem ipsum odor amet, consectetuer adipiscing elit. Consectetur curabitur feugiat pulvinar consequat habitasse nibh vestibulum tincidunt pulvinar nibh aptent arcu magnis velit volutpat facilisis consectetur a etiam facilisis pulvinar tempus justo malesuada conubia libero porttitor magnis mauris est bibendum interdum arcu fringilla natoque mattis semper.
zu	Ngilambile. I have to go to sleep. Muiriel is 20 now. Umbingelelo! Sawubona! Sawubona.
